iter	Logloss
368	0.1490924483
369	0.1489016527
370	0.148705605
371	0.1485333416
372	0.1483933223
373	0.1482843718
374	0.1482028881
375	0.1481705689
376	0.1481096618
377	0.1480795333
378	0.1479345619
379	0.147896585
380	0.1478377546
381	0.1476334328
382	0.1475083479
383	0.1472727689
384	0.1472026106
385	0.1471604312
386	0.1470545908
387	0.1469430576
388	0.1467687446
389	0.1464948241
390	0.1462772069
391	0.1461107279
392	0.1459734077
393	0.1459485888
394	0.145856244
395	0.1457393676
396	0.145647046
397	0.1453886727
398	0.1451246485
399	0.1450692968
400	0.1448809934
401	0.1448732676
402	0.1448096429
403	0.1446392762
404	0.1445648232
405	0.1445426212
406	0.144525524
407	0.1445036485
408	0.1442878914
409	0.1442019819
410	0.144162011
411	0.1441336193
412	0.1440613253
413	0.1439848638
414	0.1439722855
415	0.1436891093
416	0.1436702703
417	0.1436212457
418	0.1435639517
419	0.1435121917
420	0.1434488175
421	0.1433004766
422	0.1431986442
423	0.1430912718
424	0.1429259941
425	0.1426878781
426	0.1426400074
427	0.1425790444
428	0.1424651158
429	0.1424076403
430	0.1423824253
431	0.1422596899
432	0.1420841631
433	0.1419865413
434	0.1419222278
435	0.141830959
436	0.141689776
437	0.1416520357
438	0.1416344944
439	0.1415677926
440	0.141438836
441	0.1412345199
442	0.1411834213
443	0.1410964667
444	0.140951152
445	0.140817741
446	0.1407898819
447	0.1405873081
448	0.1405118194
449	0.1403922375
450	0.1402362567
451	0.1400406737
452	0.1399863411
453	0.1398386982
454	0.1398070749
455	0.1397481294
456	0.1395742291
457	0.1395208086
458	0.1393837101
459	0.1393118676
460	0.1392251171
461	0.1392148149
462	0.1391356496
463	0.139070285
464	0.1388854908
465	0.1388275908
466	0.1387270245
467	0.1387081902
468	0.1385422602
469	0.1385262404
470	0.1385086448
471	0.1384512829
472	0.1382681097
473	0.1381574323
474	0.1380444733
475	0.1379777852
476	0.1377801132
477	0.1375455783
478	0.137455114
479	0.1373356532
480	0.1373120987
481	0.1372877732
482	0.1369850676
483	0.1368628423
484	0.1367929388
485	0.1365996687
486	0.1365941344
487	0.1364860309
488	0.1363902935
489	0.1362878738
490	0.1362423464
491	0.1362015144
492	0.1360193496
493	0.1360054576
494	0.1358923231
495	0.1357155176
496	0.1356675983
497	0.1356293792
498	0.1355512909
499	0.1354929556
500	0.135397659
501	0.1352254686
502	0.1351500611
503	0.1349949942
504	0.1348453721
505	0.1347064082
506	0.1345689508
507	0.1344273681
508	0.1344152411
509	0.134377147
510	0.1342289295
511	0.1340914364
512	0.1339178019
513	0.1338392492
514	0.1337890066
515	0.1337674486
516	0.1336448513
517	0.1334942946
518	0.1334565332
519	0.1334004074
520	0.1332137046
521	0.1330711782
522	0.1330283418
523	0.1329131706
524	0.1328086152
525	0.1327002295
526	0.1326007003
527	0.1324976374
528	0.1324293958
529	0.1322684327
530	0.1318591932
531	0.1317752559
532	0.1316177738
533	0.1314923718
534	0.1313903397
535	0.1312812727
536	0.1311983192
537	0.1311730871
538	0.1310339001
539	0.1310101266
540	0.1309146485
541	0.1308341631
542	0.1307355455
543	0.1307148547
544	0.1306803046
545	0.130544179
546	0.1304379465
547	0.1303256173
548	0.1301884824
549	0.1301005302
550	0.130033768
551	0.1298293792
552	0.1296569038
553	0.1295074358
554	0.1294439897
555	0.1294085804
556	0.129362588
557	0.1292513891
558	0.1291088091
559	0.1290327669
560	0.128982867
561	0.1289611067
562	0.1288547044
563	0.1288131928
564	0.1287531488
565	0.128522021
566	0.1284657483
567	0.1284061171
568	0.1283160338
569	0.1282532976
570	0.1281577373
571	0.1280828694
572	0.1280280622
573	0.1279850897
574	0.1279150629
575	0.1278480913
576	0.1277078848
577	0.1276870142
578	0.1276797734
579	0.127557812
580	0.1274718486
581	0.1273403493
582	0.1271514929
583	0.1270735583
584	0.1269256178
585	0.1267274786
586	0.1266486466
587	0.126536282
588	0.1264657011
589	0.1263611503
590	0.1262658156
591	0.1261989549
592	0.1261223201
593	0.1261154895
594	0.1260683911
595	0.125911039
596	0.1258375159
597	0.1257726688
598	0.1257346574
599	0.1256451658
600	0.1256374576
601	0.1255865688
602	0.1255308332
603	0.1255030975
604	0.1253154113
605	0.1252439651
606	0.1252336361
607	0.1252115355
608	0.1251483857
609	0.1251282518
610	0.1250961426
611	0.1249592119
612	0.124882769
613	0.1248387546
614	0.1246996339
615	0.1246484519
616	0.1246312057
617	0.1245701908
618	0.1244962544
619	0.1244272589
620	0.1243735382
621	0.1243278108
622	0.1242021856
623	0.1241944773
624	0.1241580048
625	0.1240990466
626	0.124057272
627	0.1240302496
628	0.1239968726
629	0.1238762133
630	0.1238510267
631	0.1238072864
632	0.1237443945
633	0.1236920802
634	0.123546981
635	0.1234872731
636	0.1233551144
637	0.1232246918
638	0.1231488285
639	0.1230110238
640	0.1228763167
641	0.1228123631
642	0.1227029206
643	0.1226698513
644	0.122634881
645	0.1225878584
646	0.1225313412
647	0.1224287404
648	0.122287354
649	0.1222289764
650	0.1220795114
651	0.1220350152
652	0.1219814707
653	0.1218400185
654	0.1218308856
655	0.1216540112
656	0.1214847739
657	0.1214444654
658	0.1214045222
659	0.1213666984
660	0.1212717153
661	0.1212158677
662	0.1210779735
663	0.1210320142
664	0.1209474863
665	0.1209154834
666	0.1208478178
667	0.1208088009
668	0.1207142158
669	0.1206431012
670	0.1204800269
671	0.1203567392
672	0.1203089939
673	0.1202668757
674	0.1201288524
675	0.1201027555
676	0.1199926744
677	0.1198365003
678	0.1197876793
679	0.1196294599
680	0.1195006609
681	0.119388145
682	0.1193410009
683	0.1192416393
684	0.1192378083
685	0.1191304026
686	0.1190059758
687	0.118873474
688	0.1188339
689	0.1188021106
690	0.1187605516
691	0.1187213557
692	0.1186849275
693	0.1186651021
694	0.1185641814
695	0.1185261876
696	0.1184449878
697	0.1184339255
698	0.1183992131
699	0.118385034
700	0.1182544147
701	0.1181404963
702	0.1180212545
703	0.1179918665
704	0.1178940372
705	0.1177385807
706	0.1176995493
707	0.1175243319
708	0.1174988273
709	0.1174841522
710	0.1174238095
711	0.1172700556
712	0.1172038912
713	0.1171612341
714	0.1170480436
715	0.1170203535
716	0.1169163864
717	0.1168528841
718	0.1167701796
719	0.1166734579
720	0.116555363
721	0.1165126794
722	0.1163977963
723	0.1163709253
724	0.1162471078
725	0.1161866778
726	0.1160327037
727	0.1159621368
728	0.1159471822
729	0.1158589823
730	0.1158280368
731	0.1157252044
732	0.1155504993
733	0.115488651
734	0.1153485896
735	0.115322948
736	0.1152926654
737	0.1151857473
738	0.1151622787
739	0.1150646641
740	0.1149623941
741	0.1148630557
742	0.1148017367
743	0.1147232885
744	0.1146234344
745	0.1146167765
746	0.1145204604
747	0.1145164824
748	0.1145022025
749	0.1144172579
750	0.1143765766
751	0.1142119632
752	0.1141627133
753	0.114107588
754	0.1139974704
755	0.1139740653
756	0.1139334694
757	0.1138580578
758	0.1138260657
759	0.1138006632
760	0.1136906489
761	0.1136846785
762	0.1135894231
763	0.1135575637
764	0.1135389175
765	0.1135181397
766	0.1134197846
767	0.1133136515
768	0.1132471805
769	0.1132353011
770	0.1132295712
771	0.1131420641
772	0.113136619
773	0.1130931189
774	0.1129851889
775	0.112867751
776	0.1128483394
777	0.1127578694
778	0.1127250879
779	0.1126260803
780	0.1125247992
781	0.1124445252
782	0.1123671131
783	0.112266645
784	0.1122292314
785	0.1121193962
786	0.1120057294
787	0.111985231
788	0.1118461238
789	0.1118119361
790	0.1116735605
791	0.1116486234
792	0.1115652332
793	0.111548538
794	0.1114609181
795	0.1113967597
796	0.1112820246
797	0.1112066764
798	0.1111106129
799	0.1109196193
800	0.1108186558
801	0.1107815446
802	0.1106856802
803	0.1106528615
804	0.110627293
805	0.1105457733
806	0.110499539
807	0.1104440015
808	0.1104115475
809	0.1103824515
810	0.1103504651
811	0.1102674612
812	0.1101216436
813	0.1100316869
814	0.1098860684
815	0.1097912567
816	0.1097672233
817	0.1097183907
818	0.1096304148
819	0.1096022907
820	0.1095260775
821	0.109500082
822	0.1094726066
823	0.1094578185
824	0.1094501656
825	0.109391297
826	0.1092922071
827	0.1092158193
828	0.1091893289
829	0.1090391377
830	0.1090341705
831	0.1089806233
832	0.1088892998
833	0.1088602
834	0.1087655531
835	0.1087007179
836	0.1086586332
837	0.1086158527
838	0.1086125045
839	0.1085411863
840	0.1084610699
841	0.1084244206
842	0.1083853786
843	0.1083266774
844	0.1083028444
845	0.1082109462
846	0.1081947021
847	0.1081414782
848	0.1080514865
849	0.1080395103
850	0.1079916507
851	0.1079202338
852	0.1078755502
853	0.1077900625
854	0.1077213252
855	0.1075652244
856	0.1074697448
857	0.1073553619
858	0.1073467645
859	0.1072454701
860	0.1071925573
861	0.1071796086
862	0.1071336764
863	0.1070431507
864	0.1069598791
865	0.1068894575
866	0.1068128323
867	0.106693736
868	0.1066907065
869	0.1066503417
870	0.1066450842
871	0.106550162
872	0.1064583717
873	0.106418091
874	0.1063325133
875	0.1062492004
876	0.1061407928
877	0.1060386837
878	0.10593424
879	0.1059046058
880	0.1058566598
881	0.1058537394
882	0.1057513744
883	0.1057177083
884	0.1056535331
885	0.1056320252
886	0.1055252422
887	0.1053618051
888	0.1053036702
889	0.1051911657
890	0.1050909049
891	0.1050632522
892	0.1049603986
893	0.1049429958
894	0.1048033007
895	0.1047352023
896	0.1047023834
897	0.1046696093
898	0.104620678
899	0.1045347133
900	0.1045092677
901	0.1045062249
902	0.1044706677
903	0.1044574537
904	0.1043317245
905	0.104244262
906	0.104226822
907	0.1041125071
908	0.1040401613
909	0.1040107414
910	0.1040082637
911	0.103968266
912	0.1039108151
913	0.1037539804
914	0.1037287879
915	0.1036489394
916	0.1035102469
917	0.1034449226
918	0.1034321632
919	0.1033826106
920	0.1033000698
921	0.1032834249
922	0.1031716499
923	0.1031461193
924	0.1031068606
925	0.1030871895
926	0.1030066289
927	0.1029659086
928	0.1028569586
929	0.1027889004
930	0.1027761679
931	0.1027316858
932	0.1026776194
933	0.1026369786
934	0.1025515585
935	0.1024964993
936	0.1024929466
937	0.1024418785
938	0.1024290644
939	0.102323628
940	0.1023103423
941	0.1022523592
942	0.1021850882
943	0.1018866757
944	0.1017667522
945	0.101743333
946	0.1016753617
947	0.1016319877
948	0.1015731096
949	0.1015273659
950	0.1015255095
951	0.1014186658
952	0.1013487237
953	0.1013064949
954	0.1012873297
955	0.1011616906
956	0.1011215199
957	0.1010735373
958	0.101058389
959	0.1009750239
960	0.1009610916
961	0.1009214656
962	0.1008921059
963	0.1008526566
964	0.1007820389
965	0.1007303897
966	0.1006910949
967	0.1005341568
968	0.1003822615
969	0.1003179749
970	0.100260305
971	0.1001576228
972	0.09986443042
973	0.0997688585
974	0.09968028544
975	0.09959564348
976	0.09955803958
977	0.0995168679
978	0.09946856108
979	0.0994046528
980	0.09935506231
981	0.09930094588
982	0.09922373164
983	0.09918706886
984	0.09911078161
985	0.09906546641
986	0.09906221253
987	0.09899902527
988	0.09888938665
989	0.09880734791
990	0.09878469044
991	0.09875937856
992	0.09869934184
993	0.09868167223
994	0.0986172495
995	0.09856795813
996	0.09852224667
997	0.09847044018
998	0.09839662732
999	0.09835528391
1000	0.09830335209
1001	0.0982418454
1002	0.09823957964
1003	0.09810195098
1004	0.09801075794
1005	0.09794637313
1006	0.09788652689
1007	0.09786644975
1008	0.0978261338
1009	0.09773116795
1010	0.09767202019
1011	0.09756096647
1012	0.09752671983
1013	0.09750265282
1014	0.09748751572
1015	0.09745379731
1016	0.09736922851
1017	0.09733458452
1018	0.09728848832
1019	0.09721064926
1020	0.09716401685
1021	0.09711006658
1022	0.0970422958
1023	0.09703958269
1024	0.09701181061
1025	0.09695065939
1026	0.09693903266
1027	0.09691603327
1028	0.09691078137
1029	0.09680227674
1030	0.09671329749
1031	0.09670416389
1032	0.09666054491
1033	0.09656641553
1034	0.09647692046
1035	0.09643790071
1036	0.09639738384
1037	0.09635045193
1038	0.09628958676
1039	0.09623321108
1040	0.09616825385
1041	0.0961537683
1042	0.09603458669
1043	0.09601832515
1044	0.09596819933
1045	0.09595578645
1046	0.09590617796
1047	0.0958737735
1048	0.09584280701
1049	0.09574935216
1050	0.09572127131
1051	0.09567279225
1052	0.0956292739
1053	0.09562500895
1054	0.09547664582
1055	0.09544163653
1056	0.09543430477
1057	0.09543209925
1058	0.09542554865
1059	0.09537157923
1060	0.09535681741
1061	0.09535120598
1062	0.09530133703
1063	0.09521375929
1064	0.09520918209
1065	0.09513608869
1066	0.09511838768
1067	0.0950654
1068	0.09502092582
1069	0.0949828245
1070	0.09490592587
1071	0.09490111166
1072	0.09481669095
1073	0.09475238249
1074	0.09468633913
1075	0.09464740551
1076	0.09463127276
1077	0.09456418857
1078	0.0945493371
1079	0.0945394497
1080	0.09447079964
1081	0.09444529958
1082	0.09434782684
1083	0.09433420963
1084	0.09429661155
1085	0.09423879252
1086	0.09421674876
1087	0.09415488571
1088	0.09413711857
1089	0.09413120956
1090	0.09406021992
1091	0.09396208811
1092	0.0939229073
1093	0.09391098701
1094	0.09385927885
1095	0.09381922299
1096	0.09375343098
1097	0.09375160407
1098	0.09374714546
1099	0.09374546772
1100	0.0936448654
1101	0.09353041265
1102	0.0934993154
1103	0.0934478877
1104	0.0933318593
1105	0.09332140361
1106	0.09322930536
1107	0.09322742573
1108	0.09317429326
1109	0.09310777375
1110	0.09309184031
1111	0.0930006081
1112	0.09298794946
1113	0.09290831822
1114	0.09288000685
1115	0.09283984898
1116	0.0928300102
1117	0.09278167939
1118	0.09276927141
1119	0.09272777191
1120	0.09266357947
1121	0.09263057584
1122	0.09256703018
1123	0.09251222886
1124	0.09245382948
1125	0.09244809972
1126	0.092421599
1127	0.0924141173
1128	0.09235507686
1129	0.09229866669
1130	0.09229632135
1131	0.09224592249
1132	0.09221639894
1133	0.09217371396
1134	0.09210905945
1135	0.09208994625
1136	0.09205004989
1137	0.09196413709
1138	0.09194487515
1139	0.09188609121
1140	0.09181451535
1141	0.0918100903
1142	0.09174283551
1143	0.09164186897
1144	0.0916167515
1145	0.09161464845
1146	0.09154761084
1147	0.09152185608
1148	0.09143883746
1149	0.0914064624
1150	0.09140460416
1151	0.09132584708
1152	0.09129244306
1153	0.09122539481
1154	0.09115221927
1155	0.09113596702
1156	0.0911152666
1157	0.09098654876
1158	0.09097811157
1159	0.09094523443
1160	0.09088400561
1161	0.09083498858
1162	0.09080645999
1163	0.09078696541
1164	0.09075131917
1165	0.09074972648
1166	0.09067025974
1167	0.09062129978
1168	0.09059562147
1169	0.09052668346
1170	0.09051151876
1171	0.09044367505
1172	0.09043288002
1173	0.09039660884
1174	0.09039465433
1175	0.09030604781
1176	0.0902459253
1177	0.09022072544
1178	0.090179779
1179	0.0901560478
1180	0.09012223336
1181	0.09009854202
1182	0.09000272105
1183	0.08991556895
1184	0.08982703742
1185	0.0898238271
1186	0.08977474384
1187	0.08968683566
1188	0.08960065892
1189	0.08955521209
1190	0.08950384755
1191	0.0895017725
1192	0.08945420525
1193	0.08945108713
1194	0.08940906978
1195	0.08937025181
1196	0.08929782098
1197	0.08928654506
1198	0.08928184168
1199	0.08919366446
1200	0.08917431507
1201	0.08908694469
1202	0.08908488537
1203	0.08902027406
1204	0.08900724436
1205	0.08896975683
1206	0.08891879416
1207	0.08888551195
1208	0.08880087873
1209	0.08876049708
1210	0.08872999141
1211	0.08861203245
1212	0.08860240576
1213	0.08856083393
1214	0.08855129771
1215	0.08845877204
1216	0.08843878992
1217	0.08841270332
1218	0.08837590951
1219	0.08831722696
1220	0.08830133527
1221	0.08825003028
1222	0.08822198883
1223	0.08815726019
1224	0.08815443533
1225	0.08813301047
1226	0.08812616668
1227	0.08807544495
1228	0.08804395159
1229	0.08803209059
1230	0.08798611004
1231	0.08792886258
1232	0.08784538893
1233	0.08783287599
1234	0.08774301947
1235	0.08765672895
1236	0.08759253164
1237	0.08755998045
1238	0.08747689083
1239	0.08742909332
1240	0.08739225549
1241	0.08735618645
1242	0.08728758011
1243	0.08725930376
1244	0.08725508696
1245	0.08724331179
1246	0.08720561281
1247	0.08719264384
1248	0.08717385622
1249	0.08711223102
1250	0.08705744082
1251	0.0870464418
1252	0.0870147847
1253	0.08693055042
1254	0.0868480999
1255	0.08680540279
1256	0.08659250209
1257	0.08654493509
1258	0.08652004439
1259	0.08650188764
1260	0.08644954989
1261	0.08639765514
1262	0.0863627343
1263	0.08629974296
1264	0.0862541056
1265	0.08620331433
1266	0.086201224
1267	0.0861486728
1268	0.08604353895
1269	0.08597071389
1270	0.08594359096
1271	0.0859235896
1272	0.08585375036
1273	0.08571925893
1274	0.08569844442
1275	0.08562960448
1276	0.08554806621
1277	0.08552692179
1278	0.08545551956
1279	0.08533816008
1280	0.08528027485
1281	0.08527875977
1282	0.08522656128
1283	0.08517977714
1284	0.08515092394
1285	0.0851090463
1286	0.08510168747
1287	0.08498023241
1288	0.08497662449
1289	0.08485410503
1290	0.0848367819
1291	0.08479195237
1292	0.08477916231
1293	0.08477220165
1294	0.08476421712
1295	0.08472528614
1296	0.08469858513
1297	0.08467122221
1298	0.08457453445
1299	0.08454204839
1300	0.0845272862
1301	0.08452350267
1302	0.08448106959
1303	0.08447856617
1304	0.08446960267
1305	0.08439847137
1306	0.08435522581
1307	0.08434979652
1308	0.08432311286
1309	0.08428728345
1310	0.08421749267
1311	0.0841698045
1312	0.08414273898
1313	0.08410998056
1314	0.08406350122
1315	0.08406160659
1316	0.08398827742
1317	0.08396506538
1318	0.08396227318
1319	0.08390457798
1320	0.0839032778
1321	0.0838742393
1322	0.08385512007
1323	0.08377920055
1324	0.08375664089
1325	0.08372316734
1326	0.0836741567
1327	0.08365538758
1328	0.08358564059
1329	0.08355254831
1330	0.08350129852
1331	0.08346064646
1332	0.08345700331
1333	0.08339782726
1334	0.08339045917
1335	0.08336478431
1336	0.08333326626
1337	0.08332257542
1338	0.08323413758
1339	0.08322256028
1340	0.08319771504
1341	0.08316470396
1342	0.08310368176
1343	0.0830216568
1344	0.08295028983
1345	0.08294136387
1346	0.08281320708
1347	0.08271509964
1348	0.08271187565
1349	0.0827009966
1350	0.08259462732
1351	0.0825665587
1352	0.08253031045
1353	0.08252234276
1354	0.08246338258
1355	0.08242406587
1356	0.08241562969
1357	0.08239480584
1358	0.082325584
1359	0.08232443034
1360	0.0822736313
1361	0.0822323841
1362	0.08218040895
1363	0.08212943472
1364	0.08212625822
1365	0.08209135636
1366	0.08207974305
1367	0.0820784865
1368	0.08204752398
1369	0.08203817377
1370	0.08200448322
1371	0.08198050385
1372	0.08197928726
1373	0.0819639919
1374	0.08189152173
1375	0.08189019882
1376	0.08186083458
1377	0.08179706452
1378	0.08178223217
1379	0.08171708187
1380	0.08171580305
1381	0.08165110787
1382	0.08155511708
1383	0.08154498002
1384	0.08149736745
1385	0.08142794085
1386	0.08135486419
1387	0.08134990907
1388	0.08132538904
1389	0.08132227291
1390	0.08132083647
1391	0.08124760125
1392	0.08121865352
1393	0.08116135173
1394	0.0811551715
1395	0.08104556108
1396	0.08095938877
1397	0.08092153073
1398	0.08087665306
1399	0.08086720984
1400	0.08085567449
1401	0.08083078707
1402	0.08082981905
1403	0.08078388902
1404	0.08076361351
1405	0.08075982603
1406	0.08075624919
1407	0.08074768836
1408	0.0806724483
1409	0.08063446296
1410	0.08060146246
1411	0.08056666017
1412	0.08054564941
1413	0.08049241139
1414	0.08041705797
1415	0.08039805124
1416	0.08039010114
1417	0.08029978039
1418	0.08025766687
1419	0.08020926662
1420	0.08020786402
1421	0.08018616793
1422	0.08009560159
1423	0.0800605639
1424	0.08004369241
1425	0.08003300615
1426	0.08002760464
1427	0.0799799523
1428	0.07993770089
1429	0.07988792355
1430	0.07981860686
1431	0.07977764468
1432	0.07968381409
1433	0.07965927505
1434	0.07962436951
1435	0.07954821743
1436	0.07948100752
1437	0.07943605387
1438	0.07939673785
1439	0.07938603903
1440	0.0793213929
1441	0.07932000385
1442	0.07929266505
1443	0.07919705634
1444	0.07918629966
1445	0.07916606662
1446	0.07914042958
1447	0.0790657357
1448	0.07902745891
1449	0.07897190973
1450	0.07896848824
1451	0.07894439956
1452	0.07894239979
1453	0.07889642844
1454	0.0788524574
1455	0.07883831156
1456	0.0787886395
1457	0.078752265
1458	0.07871151404
1459	0.07870811977
1460	0.07869664296
1461	0.0786204855
1462	0.07857551693
1463	0.07852158161
1464	0.07847160185
1465	0.07846354622
1466	0.07836729831
1467	0.07833943043
1468	0.07828984722
1469	0.07824500122
1470	0.07823173011
1471	0.07822471601
1472	0.07815878751
1473	0.07814006555
1474	0.07808368022
1475	0.07803517591
1476	0.07797509736
1477	0.07796190482
1478	0.07788131152
1479	0.07786567901
1480	0.07780176911
1481	0.07776109848
1482	0.07773435273
1483	0.07771302616
1484	0.07766269088
1485	0.07764532427
1486	0.0776375689
1487	0.07760323652
1488	0.07753778765
1489	0.07750776332
1490	0.07746060136
1491	0.07743241924
1492	0.07739557257
1493	0.07736841975
1494	0.0772898514
1495	0.0772620102
1496	0.077119687
1497	0.07709056018
1498	0.07705162636
1499	0.07702489298
